City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
396,nikolayevka,53.1257,47.2041,271.68,76,4,4.53,RU,1697936929
397,severobaykal'sk,55.65,109.3167,275.2,68,100,1.38,RU,1697936929
398,puerto santa,-8.9906,-78.6456,293.13,90,94,3.99,PE,1697936929
399,escarcega,18.6089,-90.7454,296.3,72,49,1.57,MX,1697936738
400,road town,18.4167,-64.6167,301.2,74,100,9.15,VG,1697936929
401,glace bay,46.1969,-59.957,289.87,97,100,3.09,CA,1697936930
402,morehead city,34.7229,-76.726,291.48,68,0,4.12,US,1697936930
403,hargeysa,9.56,44.065,291.77,91,20,4.73,SO,1697936930
404,sarikei,2.1167,111.5167,299.08,91,100,1.22,MY,1697936895
405,bekasi,-6.2349,106.9896,304.71,70,100,1.54,ID,1697936925
406,sirte,31.2089,16.5887,298.22,78,97,4.65,LY,1697936931
407,magadan,59.5667,150.8,276.2,86,55,7.35,RU,1697936931
408,pandan,14.0453,124.1694,301.16,81,95,2.7,PH,1697936931
409,nabire,-3.3667,135.4833,302.58,66,20,1.82,ID,1697936932
410,sinabang,2.4803,96.3801,299.22,82,100,1.04,ID,1697936932
411,tocopilla,-22.092,-70.1979,292.46,75,50,3.98,CL,1697936932
412,penzance,50.1186,-5.5371,284.53,79,59,8.42,GB,1697936932
413,bomdila,27.25,92.4,281.72,71,0,3.16,IN,1697936932
414,puerto aysen,-45.4,-72.7,278.2,96,4,1.1,CL,1697936933
415,pierre,44.3683,-100.351,286.64,55,0,3.09,US,1697936933
416,howard springs,-12.497,131.047,304.1,38,11,2.13,AU,1697936933
417,quang ngai,15.1167,108.8,298.54,81,100,2.33,VN,1697936933
418,rio san juan,19.6439,-70.0763,299.91,82,1,2.19,DO,1697936934
419,severo-yeniseyskiy,60.3725,93.0408,272.5,93,100,7.27,RU,1697936934
420,belmonte,-15.8631,-38.8828,296.87,86,100,5.3,BR,1697936934
421,okhotsk,59.3833,143.3,276.05,91,100,16.29,RU,1697936934
422,guaira,-20.3183,-48.3106,300.38,51,0,2.36,BR,1697936934
423,neiafu,-18.65,-173.9833,301.53,69,20,5.14,TO,1697936935
424,skeldon,5.8833,-57.1333,300.37,86,100,3.82,GY,1697936935
425,gillette,44.2911,-105.5022,285.66,55,0,4.12,US,1697936935
426,labytnangi,66.6572,66.4183,270.47,73,56,9.51,RU,1697936936
427,carloforte,39.145,8.3058,294.26,60,12,5.75,IT,1697936936
428,praya,14.9215,-23.5087,299.45,83,20,3.6,CV,1697936936
429,pocahontas,36.2615,-90.9712,297.03,43,0,3.09,US,1697936936
430,rawatbhata,24.9333,75.5833,295.22,49,0,0.99,IN,1697936936
431,balkanabat,39.5108,54.3671,290.71,44,0,3.3,TM,1697936937
432,khvansar,33.2205,50.315,280.37,60,2,2.01,IR,1697936839
433,yeppoon,-23.1333,150.7333,302.03,60,0,4.57,AU,1697936937
434,kenora,49.8167,-94.4337,282.47,93,36,1.34,CA,1697936937
435,mammoth lakes,37.6485,-118.9721,287.55,41,0,7.2,US,1697936938
436,morant bay,17.8815,-76.4093,299.1,82,41,2.49,JM,1697936938
437,bridgewater,44.3835,-64.5155,288.77,98,100,0.45,CA,1697936938
438,riasi,33.0833,74.8333,290.48,71,99,2.76,IN,1697936938
439,tsiombe,-25.3,45.4833,294.77,80,0,2.51,MG,1697936938
440,rosa zarate,0.3333,-79.4667,297.09,95,94,1.49,EC,1697936939
441,lerwick,60.1545,-1.1494,283.15,90,100,18.19,GB,1697936939
442,guapore,-28.8456,-51.8903,291.5,98,0,0.46,BR,1697936939
443,coxen hole,16.3244,-86.5366,298.75,89,75,0.0,HN,1697936939
444,alofi,-19.0595,-169.9187,297.41,73,92,6.38,NU,1697936939
445,borger,52.9233,6.7931,287.04,79,100,8.6,NL,1697936940
446,ironwood,46.4547,-90.171,278.05,100,100,0.0,US,1697936940
447,nago,26.5881,127.9761,298.62,53,18,5.12,JP,1697936940
448,rakvere,59.3464,26.3558,274.04,97,100,4.4,EE,1697936940
449,serres,41.0856,23.5497,293.38,94,100,0.45,GR,1697936940
450,qui nhon,13.7667,109.2333,299.12,84,63,3.35,VN,1697936941
451,vila velha,-20.3297,-40.2925,294.12,94,75,1.54,BR,1697936941
452,hirara,24.8,125.2833,297.94,64,100,8.18,JP,1697936941
453,plouzane,48.3833,-4.6167,285.18,88,0,5.14,FR,1697936941
454,panaba,21.2833,-88.2667,295.75,78,25,3.72,MX,1697936942
455,pico truncado,-46.7949,-67.9573,280.63,69,1,10.42,AR,1697936942
456,la ronge,55.1001,-105.2842,277.52,66,100,1.73,CA,1697936942
457,monte patria,-30.6919,-70.9467,292.93,49,100,1.08,CL,1697936942
458,cavelossim,15.1726,73.9419,299.14,85,60,2.23,IN,1697936943
459,kapa'a,22.0752,-159.319,302.14,77,75,3.6,US,1697936770
460,"laikit, laikit ii (dimembe)",1.4792,124.9735,303.62,62,40,1.03,ID,1697936943
461,beau vallon,-20.4189,57.6953,295.49,82,84,3.23,MU,1697936943
462,pimampiro,0.4,-77.9667,288.99,81,67,1.94,EC,1697936943
463,cockburn town,21.4612,-71.1419,302.16,75,9,5.44,TC,1697936944
464,uklana,29.5167,75.8667,294.73,39,100,2.84,IN,1697936780
465,mar del plata,-38.0023,-57.5575,288.44,96,100,0.89,AR,1697936826
466,east london,-33.0153,27.9116,288.97,78,100,7.27,ZA,1697936944
467,as-suwayda,32.709,36.5695,292.82,36,100,4.64,SY,1697936945
468,ankang,32.68,109.0172,287.92,74,0,0.41,CN,1697936945
469,kone,-21.0595,164.8658,298.9,55,75,2.43,NC,1697936945
470,keflavik,64.0049,-22.5624,278.39,81,75,3.6,IS,1697936945
471,st. john's,47.5649,-52.7093,291.3,98,100,14.92,CA,1697936702
472,wodonga,-36.1167,146.8833,284.92,72,100,3.36,AU,1697936946
473,al buraymi,24.2509,55.7931,302.83,26,0,6.17,OM,1697936946
474,yatou,37.15,122.3833,290.74,33,100,4.03,CN,1697936946
475,porto novo,6.4965,2.6036,298.64,90,100,2.15,BJ,1697936947
476,new norfolk,-42.7826,147.0587,292.99,44,6,1.78,AU,1697936947
477,atakpame,7.5333,1.1333,295.93,89,91,0.87,TG,1697936947
478,oban,56.4127,-5.4706,281.14,77,100,2.74,GB,1697936917
479,lorengau,-2.0226,147.2712,302.84,69,94,5.4,PG,1697936948
480,ambon,-3.6954,128.1814,303.23,70,40,1.54,ID,1697936948
481,mendi,-6.1761,143.6513,292.86,56,79,1.76,PG,1697936949
482,labasa,-16.4167,179.3833,301.97,71,100,3.02,FJ,1697936949
483,priozersk,61.0393,30.1291,275.99,68,100,2.03,RU,1697936949
484,norfolk,42.1668,-71.2495,286.52,94,100,1.34,US,1697936859
485,newport,51.5877,-2.9984,283.61,90,91,2.89,GB,1697936950
486,lemvig,56.5486,8.3102,282.15,96,96,7.41,DK,1697936950
487,la passe,45.5549,-0.8967,287.03,72,7,5.02,FR,1697936951
488,gamba,-2.65,10.0,297.38,90,100,1.02,GA,1697936951
489,axim,4.8699,-2.2405,298.33,90,20,2.46,GH,1697936951
490,cuttack,20.465,85.8793,296.25,70,100,2.61,IN,1697936951
491,gwadar,25.1216,62.3254,299.21,82,3,1.52,PK,1697936952
492,whakatane,-37.9585,176.9854,293.58,54,74,5.84,NZ,1697936952
493,raduzhny,62.0961,77.475,271.86,88,100,6.41,RU,1697936952
494,mahina,-17.5065,-149.489,301.02,74,75,6.69,PF,1697936953
495,ebon,4.582,168.6964,301.8,72,100,3.12,MH,1697936953
496,ta`u,-14.2336,-169.5144,300.12,81,97,7.5,AS,1697936953
497,verkhnevilyuysk,63.4453,120.3167,270.78,93,100,2.82,RU,1697936953
498,el nido,11.1858,119.3956,301.87,71,100,0.4,PH,1697936953
499,troitsk,54.0979,61.5773,274.27,90,100,3.13,RU,1697936954
500,ust'-ilimsk,58.0006,102.6619,279.6,59,100,7.11,RU,1697936954
501,morrope,-6.5417,-80.0111,294.21,79,22,6.57,PE,1697936954
502,murghob,38.1702,73.9667,271.62,56,64,1.78,TJ,1697936954
503,jacmel,18.2342,-72.5347,299.06,82,6,3.77,HT,1697936955
504,najran,17.4924,44.1277,293.51,38,0,0.93,SA,1697936955
505,abra pampa,-22.7205,-65.697,288.54,48,99,5.39,AR,1697936955
506,loikaw,19.6742,97.2094,292.71,95,86,0.56,MM,1697936955
507,papao,-17.75,-149.55,300.97,75,0,4.98,PF,1697936956
508,isangel,-19.55,169.2667,298.46,65,98,5.91,VU,1697936956
509,mutuali,-14.8706,37.0044,297.29,61,100,1.36,MZ,1697936956
510,aykhal,66.0,111.5,260.87,100,88,2.5,RU,1697936956
511,cuyo,10.8525,121.0086,301.36,78,100,6.3,PH,1697936956
512,sao jose da coroa grande,-8.8978,-35.1478,298.02,82,15,3.21,BR,1697936957
513,usogorsk,63.4106,48.6872,272.44,88,100,5.38,RU,1697936957
514,egilsstadir,65.2653,-14.3948,275.94,98,100,3.53,IS,1697936957
515,kamthi,21.2333,79.2,295.34,69,0,1.67,IN,1697936957
516,smara,26.7384,-11.6719,294.26,63,0,3.49,EH,1697936958
517,nova vicosa,-17.8919,-39.3719,296.93,75,93,3.88,BR,1697936958
518,grand falls-windsor,48.9332,-55.6649,288.43,96,100,5.02,CA,1697936958
519,sao gabriel da cachoeira,-0.1303,-67.0892,296.15,99,100,1.74,BR,1697936958
520,bou hanifia el hamamat,35.3147,-0.0504,291.81,43,100,1.67,DZ,1697936959
521,san luis,-33.295,-66.3356,295.09,68,51,8.25,AR,1697936905
522,shizunai-furukawacho,42.3339,142.3669,283.22,61,95,10.02,JP,1697936796
523,viedma,-40.8135,-62.9967,285.68,94,100,6.12,AR,1697936959
524,monifieth,56.4832,-2.8272,278.58,93,0,3.09,GB,1697936960
525,bredy,52.4153,60.3411,274.94,100,100,5.04,RU,1697936960
526,vokhtoga,58.8147,41.0461,270.37,82,11,2.75,RU,1697936960
527,kerikeri,-35.2268,173.9474,295.32,68,0,1.34,NZ,1697936960
528,dobryanka,58.4619,56.4165,272.18,87,100,4.79,RU,1697936961
529,dabeiba,7.0017,-76.2672,296.84,97,100,1.09,CO,1697936961
530,novaya igirma,57.1334,103.9112,277.47,82,100,3.58,RU,1697936961
531,huanuco,-9.9329,-76.2415,290.92,83,65,0.58,PE,1697936961
532,dalandzadgad,43.5708,104.425,281.43,31,66,3.3,MN,1697936962
533,jwaneng,-24.6004,24.7303,291.12,14,48,3.36,BW,1697936962
534,turkmenbasy,40.0222,52.9552,289.98,89,0,3.59,TM,1697936962
535,weno,7.4515,151.8468,304.12,74,75,1.54,FM,1697936962
536,rosarito,32.3333,-117.0333,299.06,73,2,5.81,MX,1697936962
537,kingston,17.997,-76.7936,301.68,89,20,3.6,JM,1697936771
538,morada nova,-5.1067,-38.3725,299.02,80,32,4.69,BR,1697936963
539,bereznik,62.8551,42.7072,272.42,94,71,3.6,RU,1697936963
540,burang,30.25,81.1667,270.8,65,3,1.47,CN,1697936963
541,arkhangel'sk,64.5401,40.5433,274.4,65,49,3.91,RU,1697936852
542,elmina,5.0898,-1.348,298.28,91,21,3.34,GH,1697936964
543,figuig (centre),32.1089,-1.2286,289.47,45,32,3.36,MA,1697936964
544,macau,22.2006,113.5461,295.04,83,40,7.72,MO,1697936815
545,taunggyi,20.7833,97.0333,290.53,88,0,0.44,MM,1697936894
546,bel ombre,-4.6167,55.4167,300.27,76,100,3.24,SC,1697936965
547,tourlaville,49.6383,-1.5664,284.83,87,20,3.6,FR,1697936965
548,manati,18.4275,-66.4921,301.96,93,15,2.57,PR,1697936965
549,seven pagodas,12.6264,80.1722,300.18,84,99,5.03,IN,1697936966
550,gisborne,-38.6533,178.0042,286.85,74,97,6.8,NZ,1697936966
551,capanema,-1.1958,-47.1808,297.19,92,71,1.81,BR,1697936966
552,buka,40.8108,69.1986,285.66,76,7,1.4,UZ,1697936966
553,waat,51.1454,6.4958,287.46,77,100,5.14,DE,1697936966
554,idri,27.5,13.2667,298.56,19,47,1.4,LY,1697936967
555,mpika,-11.8343,31.4529,292.85,72,100,0.8,ZM,1697936967
556,zhongshu,24.5167,103.7667,286.75,92,98,1.42,CN,1697936967
557,new martinsville,39.6445,-80.8576,284.22,95,100,0.81,US,1697936967
558,weiser,44.251,-116.9693,294.26,48,75,0.98,US,1697936968
559,cles,46.3667,11.0333,285.77,100,91,0.97,IT,1697936968
560,makinsk,52.6292,70.4169,276.58,52,100,6.36,KZ,1697936968
561,chokwe,-24.5333,32.9833,295.5,68,0,4.02,MZ,1697936968
562,boyolangu,-8.1181,111.8935,301.34,64,13,2.26,ID,1697936969
563,luganville,-15.5333,167.1667,299.99,81,100,5.77,VU,1697936969
564,sovetskaya gavan',48.9723,140.2878,276.88,35,7,5.19,RU,1697936969
565,dhidhdhoo,6.8833,73.1,301.22,72,85,1.55,MV,1697936969
566,olyokminsk,60.3736,120.4264,273.29,80,99,2.54,RU,1697936969
567,bardai,11.65,7.2333,296.64,23,100,3.28,NG,1697936970
568,san bernardo,-33.6,-70.7167,291.2,72,100,1.17,CL,1697936970
569,hell-ville,-13.4,48.2667,298.54,79,49,3.62,MG,1697936970
570,iowa falls,42.5225,-93.2513,285.8,58,40,4.63,US,1697936970
571,varna,43.2167,27.9167,291.23,68,0,1.54,BG,1697936971
572,shani,10.2162,12.062,299.2,29,98,1.56,NG,1697936971
573,conduaga,8.862,117.4893,302.59,70,75,0.18,PH,1697936971
574,dryden,49.7833,-92.7503,280.31,93,100,1.03,CA,1697936971
575,popondetta,-8.7537,148.2534,300.15,76,100,1.52,PG,1697936972
576,jinxiang,27.4327,120.6062,291.94,73,100,2.95,CN,1697936972
577,rio grande,-32.035,-52.0986,292.56,90,6,7.76,BR,1697936972
578,brookings,44.3114,-96.7984,283.2,84,0,2.06,US,1697936966
579,nosivka,50.9315,31.5828,279.99,93,59,4.77,UA,1697936973
580,caleta de carquin,-11.0925,-77.6267,293.54,88,86,4.69,PE,1697936973
581,thohoyandou,-22.9456,30.485,295.14,30,1,2.18,ZA,1697936973
582,usinsk,65.9939,57.5281,272.13,85,100,12.94,RU,1697936974
583,gonabad,34.3529,58.6837,287.71,53,0,0.3,IR,1697936974
584,kavieng,-2.5744,150.7967,301.71,78,93,6.21,PG,1697936974
585,tarfaya,27.9358,-12.9218,295.48,85,6,6.9,MA,1697936975
586,aketi,2.7388,23.7833,294.36,99,22,0.7,CD,1697936975
587,fort mcmurray,56.7268,-111.381,273.96,79,100,5.53,CA,1697936975
588,nyrob,60.733,56.7202,272.37,82,100,4.29,RU,1697936975
589,selfoss,63.9331,-20.9971,277.06,79,72,1.97,IS,1697936975
590,aral,40.5156,81.2636,284.82,27,9,2.28,CN,1697936720
591,san bernardo del viento,9.3533,-75.9524,300.33,81,100,0.31,CO,1697936976
592,al kharijah,25.4514,30.5464,294.83,41,0,4.19,EG,1697936976
593,villa canas,-34.0057,-61.6076,292.56,85,5,2.42,AR,1697936976
